ID,Occurred,At,A/C,Station,Flight No,ATA
16918,2021-07-30,05:56:00,Avión 5,PDQ,NT235,80-00
16922,2021-07-30,11:04:00,Avión 4,PDQ,NT211,32-22
16933,2021-07-30,13:29:00,Avión 10,PDQ,NT190,12-16
16938,2021-07-30,15:23:00,Avión 18,PDQ,,12-14
16942,2021-07-30,16:23:00,Avión 10,PDQ,223,38-00
16963,2021-07-31,07:56:00,Avión 13,,NT606,27-70
16976,2021-07-31,13:52:00,Avión 2,PDQ,,20-28
16989,2021-07-31,23:53:00,Avión 24,PDQ,,05-51
16966,2021-07-31,08:11:00,Avión 3,PDQ,,80-00
16979,2021-07-31,14:29:00,Avión 13,PIQ,NT942,56-10
16985,2021-07-31,18:40:00,Avión 7,PDQ,NT178,26-16
17016,2021-08-01,15:54:00,Avión 7,PDQ,NT419,26-16
17007,2021-08-01,12:44:00,Avión 11,PDQ,,23-51
17010,2021-08-01,13:06:00,Avión 2,PIQ,,31-17
17015,2021-08-01,14:54:00,Avión 15,PDQ,,72-11
16995,2021-08-01,05:51:00,Avión 18,PDQ,NT309,24-31
17046,2021-08-02,10:22:00,Avión 22,PDQ,NT315,20-00
17061,2021-08-02,13:50:00,Avión 28,PDQ,NT205,30-83
17072,2021-08-02,16:18:00,Avión 3,PDQ,NT535,34-58
17041,2021-08-02,06:26:00,Avión 25,PDQ,NT503,73-23
17040,2021-08-02,05:35:00,Avión 5,PDQ,NT537,53-67
17063,2021-08-02,14:20:00,Avión 23,PDQ,NT511,21-61
17100,2021-08-03,06:40:00,Avión 2,,,05-20
17118,2021-08-03,14:39:00,Avión 21,PDQ,NT352,00-00
17125,2021-08-03,16:30:00,Avión 17,PIQ,NT426,29-00
18249,2021-08-03,11:25:00,Avión 2,,NT368,80-00
17167,2021-08-04,18:39:00,Avión 31,PDQ,NT317,33-51
17150,2021-08-04,10:21:00,Avión 21,PDQ,NT367,29-33
17162,2021-08-04,14:39:00,Avión 6,,NT9401,25-21
17189,2021-08-05,07:45:00,Avión 6,PDQ,,25-21
17207,2021-08-05,18:04:00,Avión 31,PDQ,,12-28
17229,2021-08-05,11:00:00,Avión 3,,NT516,UNK
17224,2021-08-06,05:34:00,Avión 32,PDQ,,05-20
18262,2021-08-06,15:50:00,Avión 22,,NT365,UNK
17266,2021-08-07,05:55:00,Avión 7,PDQ,NT155,80-00
17280,2021-08-07,15:24:00,Avión 10,,NT6P,61-22
17277,2021-08-07,12:55:00,Avión 23,PIQ,NT943,12-37
17278,2021-08-07,14:01:00,Avión 30,,PM547,22-18
17281,2021-08-07,15:49:00,Avión 4,,NT632,25-00
17287,2021-08-07,18:36:00,Avión 16,PDQ,,38-00
17276,2021-08-07,13:36:00,Avión 31,,,12-28
17288,2021-08-07,18:45:00,Avión 7,PDQ,NT156,12-14
17267,2021-08-07,06:14:00,Avión 11,PDQ,NT205,35-31
17289,2021-08-07,19:35:00,Avión 31,PDQ,,12-28
18264,2021-08-07,13:35:00,Avión 14,,NT663,UNK
17319,2021-08-08,15:39:00,Avión 10,PIQ,,25-65
17308,2021-08-08,12:27:00,Avión 27,PDQ,PM248,24-22
17317,2021-08-08,14:48:00,Avión 13,,NT150,34-43
17302,2021-08-08,07:20:00,Avión 22,PDQ,NT503,27-12
17315,2021-08-08,14:04:00,Avión 31,PDQ,,12-28
17321,2021-08-08,18:52:00,Avión 31,PDQ,,12-28
17299,2021-08-08,05:52:00,Avión 22,HOR,NT503,57-60
17300,2021-08-08,05:38:00,Avión 3,PIQ,NT414,00-00
17294,2021-08-08,04:56:00,Avión 7,PIQ,,05-20
19670,2021-08-08,08:00:00,Avión 18,,NT367,05-20
19672,2021-08-08,06:55:00,Avión 4,,,00-00
17339,2021-08-09,06:25:00,Avión 11,PDQ,NT205,27-22
17357,2021-08-09,14:46:00,Avión 14,PDQ,NT6307,23-43
17344,2021-08-09,08:00:00,Avión 8,PIQ,,52-42
17384,2021-08-10,10:46:00,Avión 15,PDQ,NT5461,34-42
17380,2021-08-10,06:42:00,Avión 23,PIQ,NT102,77-00
17474,2021-08-11,17:00:00,Avión 14,,NT636,UNK
17467,2021-08-12,13:31:00,Avión 9,PIQ,,52-31
17450,2021-08-12,05:00:00,Avión 28,PDQ,,05-20
17517,2021-08-13,20:28:00,Avión 5,,NT535,11-00
17512,2021-08-13,14:16:00,Avión 14,PIQ,NT511,32-42
17506,2021-08-13,13:19:00,Avión 23,PDQ,NT158,27-61
17494,2021-08-13,06:37:00,Avión 2,PIQ,NT658,33-50
17514,2021-08-13,16:14:00,Avión 25,PDQ,NT519,42-11
19673,2021-08-13,06:30:00,Avión 13,,,UNK
17531,2021-08-14,06:31:00,Avión 17,PIQ,,25-40
17545,2021-08-14,14:35:00,Avión 16,PDQ,,00-00
17651,2021-08-15,18:25:00,Avión 23,,NT529,UNK
17580,2021-08-15,15:05:00,Avión 4,PIQ,NT429,36-11
17582,2021-08-15,19:42:00,Avión 25,PDQ,NT3659,72-00
17555,2021-08-15,00:48:00,Avión 17,PIQ,,05-20
17576,2021-08-15,14:19:00,Avión 21,PIQ,NT425,25-21
17577,2021-08-15,14:21:00,Avión 2,PIQ,NT434,52-31
17564,2021-08-15,08:28:00,Avión 7,SMA,,05-51
17569,2021-08-15,12:45:00,Avión 4,PIQ,NT658,28-25
17585,2021-08-15,19:58:00,Avión 1,PDQ,NT316,UNK
17602,2021-08-16,07:43:00,Avión 23,PDQ,NT203,23-43
17605,2021-08-16,09:22:00,Avión 26,PIQ,,UNK
17608,2021-08-16,12:18:00,Avión 6,PDQ,,32-41
17609,2021-08-16,12:47:00,Avión 16,PDQ,NT213,25-00
17612,2021-08-16,13:13:00,Avión 7,PIQ,NT497,12-00
17626,2021-08-16,19:46:00,Avión 4,PIQ,NT456,24-32
17598,2021-08-16,06:07:00,Avión 10,PDQ,,31-60
17606,2021-08-16,09:29:00,Avión 2,,NT424,72-00
17621,2021-08-16,16:16:00,Avión 4,PIQ,NT623,24-32
17643,2021-08-17,06:14:00,Avión 19,PDQ,NT205,31-19
17734,2021-08-17,19:43:00,Avión 24,PDQ,,52-12
17652,2021-08-17,11:59:00,Avión 5,PIQ,,21-00
17644,2021-08-17,07:24:00,Avión 4,PIQ,NT453,24-32
17689,2021-08-18,09:58:00,Avión 21,,NT237,23-44
17695,2021-08-18,13:09:00,Avión 22,PDQ,,00-00
17706,2021-08-18,16:12:00,Avión 16,PDQ,NT352,24-21
17709,2021-08-18,18:54:00,Avión 4,PDQ,NT525,72-00
17748,2021-08-19,14:33:00,Avión 28,SMA,NT616,45-00
17726,2021-08-19,06:12:00,Avión 12,PIQ,,75-31
17729,2021-08-19,07:54:00,Avión 2,,,25-64
17766,2021-08-19,21:35:00,Avión 22,PIQ,NT106,UNK
17725,2021-08-19,05:50:00,Avión 2,PDQ,,05-20
17942,2021-08-20,17:45:00,Avión 8,FLW,,UNK
17773,2021-08-20,06:19:00,Avión 5,PIQ,NT433,12-14
17791,2021-08-20,16:34:00,Avión 11,PIQ,,25-21
17792,2021-08-20,18:05:00,Avión 19,PIQ,NT475,12-13
17775,2021-08-20,07:32:00,Avión 15,PDQ,,26-15
17814,2021-08-21,08:53:00,Avión 22,PIQ,,UNK
17831,2021-08-21,20:27:00,Avión 20,PDQ,,25-26
17816,2021-08-21,10:49:00,Avión 18,PIQ,,UNK
17846,2021-08-22,08:59:00,Avión 8,PIQ,NT468,34-11
17847,2021-08-22,11:28:00,Avión 31,HOR,NT472,27-54
17856,2021-08-22,15:41:00,Avión 20,,NT167,25-00
17857,2021-08-22,16:55:00,Avión 10,HOR,,23-51
17858,2021-08-22,16:59:00,Avión 23,PDQ,NT353,56-10
17853,2021-08-22,14:17:00,Avión 13,PDQ,NT150,25-00
17872,2021-08-23,07:01:00,Avión 7,PDQ,NT205,05-51
17893,2021-08-23,14:33:00,Avión 8,PIQ,,23-31
17877,2021-08-23,11:14:00,Avión 16,PIQ,NT469,12-00
17880,2021-08-23,11:53:00,Avión 22,PDQ,,32-42
17871,2021-08-23,06:49:00,Avión 25,PDQ,NT548,25-45
17875,2021-08-23,09:01:00,Avión 25,PDQ,,25-40
17892,2021-08-23,14:09:00,Avión 26,PIQ,PM547,20-45
17903,2021-08-23,20:26:00,Avión 31,PIQ,NT429,20-45
17917,2021-08-24,06:14:00,Avión 4,PDQ,NT204,24-22
17925,2021-08-24,08:29:00,Avión 16,PIQ,NT608,34-51
17924,2021-08-24,08:09:00,Avión 33,PIQ,PM468,20-45
17930,2021-08-24,13:16:00,Avión 7,,NT207,34-36
17958,2021-08-25,07:42:00,Avión 14,PIQ,NT415,23-50
17957,2021-08-25,07:11:00,Avión 16,PDQ,NT102,26-15
17992,2021-08-26,07:43:00,Avión 11,PIQ,NT604,31-60
17993,2021-08-26,09:48:00,Avión 21,PIQ,,UNK
17990,2021-08-26,06:01:00,Avión 31,PDQ,231,24-32
18020,2021-08-27,06:34:00,Avión 2,PIQ,NT485,21-31
18044,2021-08-27,17:48:00,Avión 2,PDQ,,21-51
18021,2021-08-27,06:36:00,Avión 15,PDQ,,29-11
18063,2021-08-28,06:41:00,Avión 10,PDQ,NT205,20-21
18064,2021-08-28,07:09:00,Avión 13,PDQ,NT350,25-00
18076,2021-08-28,19:57:00,Avión 31,HOR,,26-24
18102,2021-08-29,14:51:00,Avión 15,PDQ,,23-20
18088,2021-08-29,06:54:00,Avión 4,PIQ,,31-17
18106,2021-08-29,16:40:00,Avión 18,FLW,,32-00
18127,2021-08-29,11:25:00,Avión 6,,NT5901,UNK
18119,2021-08-30,05:38:00,Avión 9,PDQ,NT537,56-21
18145,2021-08-30,15:11:00,Avión 31,,NT426,30-30
18132,2021-08-30,10:57:00,Avión 23,PDQ,NT591,25-23
18136,2021-08-30,12:56:00,Avión 21,PDQ,NT316,72-00
18146,2021-08-30,15:30:00,Avión 2,FLW,NT6601,52-31
18166,2021-08-30,07:10:00,Avión 21,,NT203,UNK
18169,2021-08-31,07:28:00,Avión 2,PIQ,,
18183,2021-08-31,16:36:00,Avión 13,,NT169,27-23
18188,2021-08-31,19:13:00,Avión 21,PDQ,NT538,24-21
18170,2021-08-31,07:05:00,Avión 4,PIQ,,
18163,2021-08-31,05:37:00,Avión 32,PDQ,,
18168,2021-08-31,06:54:00,Avión 12,PDQ,,
18220,2021-09-01,13:41:00,Avión 24,PDQ,NT5151,52-81
18204,2021-09-01,08:08:00,Avión 9,PDQ,NT501,34-52
18207,2021-09-01,09:24:00,Avión 30,,PM419,79-01
18236,2021-09-02,06:30:00,Avión 8,,NT636,27-22
18260,2021-09-02,13:34:00,Avión 4,PDQ,NT537,24-46
18283,2021-09-02,16:20:00,Avión 22,,NT224,UNK
18250,2021-09-02,12:51:00,Avión 12,PDQ,NT9200,31-61
18267,2021-09-02,20:38:00,Avión 4,HOR,,UNK
18316,2021-09-03,20:26:00,Avión 21,PDQ,,00-00
18310,2021-09-03,17:03:00,Avión 25,,NT224,21-23
18308,2021-09-03,16:20:00,Avión 11,,NT170,30-30
18317,2021-09-03,20:26:00,Avión 25,PDQ,NT224,21-23
18298,2021-09-03,13:18:00,Avión 31,PIQ,NT459,24-32
18286,2021-09-03,08:35:00,Avión 16,PDQ,NT505,33-51
18331,2021-09-04,06:11:00,Avión 4,PIQ,NT414,24-32
18378,2021-09-05,16:01:00,Avión 2,PIQ,,52-31
18379,2021-09-05,17:15:00,Avión 13,PDQ,,21-00
18377,2021-09-05,15:20:00,Avión 1,PIQ,NT660,12-37
18385,2021-09-05,22:31:00,Avión 24,PIQ,NT5861,36-11
18438,2021-09-05,18:00:00,Avión 4,,NT179,05-20
18398,2021-09-06,06:48:00,Avión 21,,NT503,23-44
18421,2021-09-06,16:43:00,Avión 30,,PM375,32-42
18401,2021-09-06,08:33:00,Avión 4,PDQ,,00-00
18393,2021-09-06,05:44:00,Avión 32,PDQ,,77-40
18394,2021-09-06,05:46:00,Avión 31,,NT200,22-15
18420,2021-09-06,16:13:00,Avión 21,PDQ,NT166,20-45
18424,2021-09-06,19:01:00,Avión 17,,NT430,31-60
18441,2021-09-07,07:42:00,Avión 25,PDQ,NT203,72-01
18464,2021-09-07,18:58:00,Avión 21,PDQ,,23-44
18458,2021-09-07,16:55:00,Avión 31,GRW,NT653,34-43
18478,2021-09-08,06:01:00,Avión 17,PDQ,,35-31
18537,2021-09-09,17:27:00,Avión 16,PIQ,NT652,33-51
18516,2021-09-09,05:27:00,Avión 6,PDQ,,05-10
18539,2021-09-09,17:53:00,Avión 13,PDQ,NT178,32-33
18564,2021-09-09,07:15:00,Avión 13,,NT501,24-40
18571,2021-09-10,14:07:00,Avión 9,PDQ,NT150,25-21
18602,2021-09-11,14:41:00,Avión 22,PDQ,,35-31
18585,2021-09-11,05:29:00,Avión 25,PDQ,NT535,52-00
18587,2021-09-11,05:30:00,Avión 17,PDQ,,05-20
18611,2021-09-11,20:43:00,Avión 1,PDQ,NT312,77-00
18636,2021-09-12,13:37:00,Avión 21,PIQ,NT622,34-41
18644,2021-09-12,17:39:00,Avión 8,PDQ,NT533,34-11
18621,2021-09-12,06:00:00,Avión 4,PIQ,NT638,24-00
18629,2021-09-12,12:09:00,Avión 25,PDQ,NT211,72-00
18638,2021-09-12,14:29:00,Avión 6,PDQ,,34-31
18639,2021-09-12,14:57:00,Avión 4,PIQ,NT421,34-43
18641,2021-09-12,15:43:00,Avión 16,PDQ,,24-00
18643,2021-09-12,16:56:00,Avión 11,HOR,,05-51
18663,2021-09-13,10:28:00,Avión 1,PDQ,NT314,77-21
18653,2021-09-13,06:10:00,Avión 1,,NT235,23-44
18659,2021-09-13,09:01:00,Avión 19,,NT656,29-00
18704,2021-09-14,08:26:00,Avión 19,PIQ,NT415,29-10
18707,2021-09-14,09:16:00,Avión 3,PIQ,NT107,36-11
18720,2021-09-14,15:35:00,Avión 4,PIQ,NT653,24-46
18705,2021-09-14,08:36:00,Avión 20,PDQ,NT504,28-42
18709,2021-09-14,10:28:00,Avión 12,PDQ,NT9300,34-11
18748,2021-09-15,15:09:00,Avión 31,,NT421,30-30
18736,2021-09-15,06:05:00,Avión 1,PDQ,NT309,25-60
18785,2021-09-16,20:37:00,Avión 20,PDQ,,12-11
18786,2021-09-16,20:41:00,Avión 18,PDQ,,21-00
18781,2021-09-16,13:53:00,Avión 12,PIQ,NT5250,UNK
18823,2021-09-17,14:19:00,Avión 2,PDQ,NT221,12-14
18804,2021-09-17,08:20:00,Avión 3,PIQ,NT107,36-11
18826,2021-09-17,14:44:00,Avión 25,,NT160,31-60
18828,2021-09-17,16:19:00,Avión 12,PDQ,,23-51
18831,2021-09-17,20:25:00,Avión 22,PDQ,,35-31
18822,2021-09-17,14:10:00,Avión 5,PDQ,NT222,23-43
18818,2021-09-17,13:45:00,Avión 7,PDQ,NT158,33-00
18795,2021-09-17,05:07:00,Avión 6,PDQ,,34-42
18802,2021-09-17,07:34:00,Avión 9,PDQ,NT105,80-00
18848,2021-09-18,08:41:00,Avión 32,PDQ,NT9501,05-20
18847,2021-09-18,07:05:00,Avión 30,PIQ,PM547,24-00
18874,2021-09-19,08:16:00,Avión 2,PDQ,,52-31
18880,2021-09-19,13:39:00,Avión 28,PIQ,,12-21
18882,2021-09-19,14:07:00,Avión 7,PIQ,NT4631,05-10
18888,2021-09-19,20:17:00,Avión 1,PDQ,NT217,61-00
18884,2021-09-19,14:55:00,Avión 31,PDQ,NT150,33-00
18900,2021-09-20,05:56:00,Avión 8,PIQ,NT487,25-11
18903,2021-09-20,07:05:00,Avión 4,PIQ,NT195,22-13
18913,2021-09-20,13:00:00,Avión 25,PDQ,,00-00
18920,2021-09-20,14:06:00,Avión 19,PDQ,,52-11
18925,2021-09-20,15:44:00,Avión 13,PDQ,NT102,11-10
18928,2021-09-20,20:01:00,Avión 1,PDQ,,05-51
18904,2021-09-20,07:37:00,Avión 13,PDQ,NT102,27-72
18955,2021-09-21,13:11:00,Avión 21,PDQ,,00-00
18946,2021-09-21,07:42:00,Avión 31,PIQ,NT652,23-12
18944,2021-09-21,06:16:00,Avión 5,PIQ,NT605,23-43
18982,2021-09-22,07:11:00,Avión 11,SMA,NT627,24-32
19669,2021-09-22,09:00:00,Avión 14,,,UNK
18980,2021-09-22,05:38:00,Avión 10,PDQ,,61-41
19015,2021-09-23,07:08:00,Avión 22,PDQ,NT105,25-65
19030,2021-09-23,14:30:00,Avión 32,PDQ,NT6820,29-12
19017,2021-09-23,09:28:00,Avión 2,PIQ,,52-31
19034,2021-09-23,15:35:00,Avión 20,,NT471,30-30
19071,2021-09-24,11:40:00,Avión 28,PIQ,NT127,25-81
19080,2021-09-24,13:39:00,Avión 25,PDQ,,72-00
19083,2021-09-24,14:36:00,Avión 32,MRS,,34-42
19191,2021-09-24,09:30:00,Avión 32,,NT9500,31-17
19193,2021-09-25,06:00:00,Avión 8,,NT106,12-31
19131,2021-09-25,19:11:00,Avión 16,,NT227,52-11
19114,2021-09-25,12:47:00,Avión 13,PDQ,NT207,34-43
19126,2021-09-25,14:39:00,Avión 18,PDQ,,32-41
19145,2021-09-26,05:49:00,Avión 7,PIQ,,12-31
19161,2021-09-26,15:52:00,Avión 2,PIQ,NT171,52-31
19158,2021-09-26,13:53:00,Avión 14,PDQ,NT156,27-36
19147,2021-09-26,05:55:00,Avión 20,PDQ,,28-24
19154,2021-09-26,12:48:00,Avión 9,PDQ,NT913,24-31
19194,2021-09-26,06:00:00,Avión 8,,NT106,UNK
19195,2021-09-26,20:10:00,Avión 8,,NT485,52-42
19150,2021-09-26,07:26:00,Avión 14,PDQ,NT156,27-36
19272,2021-09-29,08:15:00,Avión 8,,NT415,52-42
19274,2021-09-29,11:23:00,Avión 5,PIQ,NT674,23-43
19340,2021-09-30,16:51:00,Avión 4,PDQ,NT523,72-00
19312,2021-09-30,06:01:00,Avión 8,,NT147,52-42
19319,2021-09-30,08:41:00,Avión 11,PDQ,NT500,27-70
19368,2021-10-01,07:42:00,Avión 24,PIQ,NT153,26-15
19381,2021-10-01,12:29:00,Avión 22,,NT507,33-49
19393,2021-10-01,13:40:00,Avión 11,PDQ,NT158,52-31
19372,2021-10-01,09:59:00,Avión 19,PDQ,,05-20
19400,2021-10-01,18:23:00,Avión 4,,NT519,25-13
19382,2021-10-01,09:45:00,Avión 13,PDQ,NT510,29-11
19427,2021-10-02,10:19:00,Avión 26,SMA,,05-51
19436,2021-10-02,15:57:00,Avión 20,,,UNK
19437,2021-10-02,16:34:00,Avión 4,,NT634,52-31
19430,2021-10-02,12:50:00,Avión 2,FLW,,52-00
19491,2021-10-03,13:30:00,Avión 1,PDQ,NT518,24-00
19457,2021-10-03,05:41:00,Avión 7,PDQ,NT235,79-00
19480,2021-10-03,14:18:00,Avión 5,,NT913,27-61
19483,2021-10-03,14:59:00,Avión 20,,NT534,28-42
19459,2021-10-03,06:03:00,Avión 21,PDQ,NT537,24-21
19452,2021-10-03,04:54:00,Avión 31,PIQ,,30-21
19461,2021-10-03,06:40:00,Avión 20,HOR,NT534,28-42
19469,2021-10-03,09:14:00,Avión 16,PIQ,NT608,29-00
19536,2021-10-04,19:32:00,Avión 21,PDQ,,UNK
19495,2021-10-04,04:52:00,Avión 7,PDQ,,05-20
19516,2021-10-04,11:27:00,Avión 19,PIQ,,UNK
19570,2021-10-04,16:00:00,Avión 16,,NT311,12-31
19508,2021-10-04,08:44:00,Avión 1,PDQ,NT521,30-30
19503,2021-10-04,07:45:00,Avión 20,PDQ,NT203,12-11
19561,2021-10-05,06:20:00,Avión 14,PIQ,NT173,61-22
19571,2021-10-05,09:04:00,Avión 14,PIQ,NT415,73-23
19593,2021-10-05,15:22:00,Avión 4,,NT519,29-00
19567,2021-10-05,08:32:00,Avión 22,PDQ,,34-11
19618,2021-10-06,07:09:00,Avión 18,PDQ,NT504,00-00
19646,2021-10-06,16:00:00,Avión 22,,NT169,08-00
19688,2021-10-07,14:36:00,Avión 20,PDQ,NT517,25-00
19668,2021-10-07,06:50:00,Avión 9,PDQ,NT200,34-71
19686,2021-10-07,13:23:00,Avión 7,PDQ,NT147,52-31
19743,2021-10-08,16:31:00,Avión 30,PIQ,,80-00
19721,2021-10-08,06:39:00,Avión 5,PDQ,,27-72
19725,2021-10-08,07:39:00,Avión 16,,520,26-16
19744,2021-10-08,16:37:00,Avión 20,,NT517,27-11
19736,2021-10-08,13:44:00,Avión 4,PDQ,,00-00
19847,2021-10-09,17:40:00,Avión 12,,NT5151,27-00
19765,2021-10-09,08:36:00,Avión 4,PIQ,NT656,32-49
19795,2021-10-09,15:30:00,Avión 20,PDQ,NT365,UNK
19849,2021-10-10,21:14:00,Avión 5,,NT313,27-70
19819,2021-10-10,10:51:00,Avión 5,,NT313,27-70
19837,2021-10-10,17:40:00,Avión 30,PIQ,,05-51
19804,2021-10-10,05:38:00,Avión 11,PIQ,,35-31
19807,2021-10-10,05:58:00,Avión 18,PDQ,,25-71
19808,2021-10-10,06:35:00,Avión 21,PDQ,,23-31
19831,2021-10-10,15:10:00,Avión 9,PDQ,,52-31
19832,2021-10-10,15:39:00,Avión 18,PDQ,524,00-00
19898,2021-10-11,17:55:00,Avión 33,PIQ,,05-51
19900,2021-10-11,18:07:00,Avión 28,PIQ,,00-00
19875,2021-10-11,11:24:00,Avión 28,,NT656,25-24
19896,2021-10-11,16:50:00,Avión 18,PDQ,219,34-48
19892,2021-10-11,16:12:00,Avión 25,PDQ,NT223,29-00
19897,2021-10-11,17:18:00,Avión 5,PDQ,311,27-70
19894,2021-10-11,16:40:00,Avión 27,PIQ,375,05-51
21787,2021-10-11,14:45:00,Avión 7,,NT664,UNK
19978,2021-10-12,19:30:00,Avión 1,HOR,484,20-43
19931,2021-10-12,08:17:00,Avión 5,,NT2P,27-70
19954,2021-10-12,12:05:00,Avión 18,PDQ,,34-48
19937,2021-10-12,10:38:00,Avión 5,,NT2P,27-70
19999,2021-10-13,09:54:00,Avión 2,HOR,NT591,21-31
20018,2021-10-13,14:46:00,Avión 25,PDQ,NT160,28-25
20041,2021-10-14,06:28:00,Avión 1,PIQ,NT655,12-31
20061,2021-10-14,12:57:00,Avión 9,,NT913,25-21
20126,2021-10-14,07:00:00,Avión 10,,NT102,UNK
20156,2021-10-15,17:29:00,Avión 31,PIQ,,UNK
20129,2021-10-15,06:42:00,Avión 2,PDQ,NT205,21-61
20204,2021-10-16,23:04:00,Avión 15,,NT5151,75-26
20447,2021-10-16,14:59:00,Avión 11,PIQ,NT471,52-31
20220,2021-10-17,12:05:00,Avión 11,PIQ,NT469,05-51
20227,2021-10-17,13:07:00,Avión 27,PIQ,,05-51
20226,2021-10-17,13:01:00,Avión 25,PDQ,NT513,79-00
20445,2021-10-17,16:00:00,Avión 2,,,52-31
20344,2021-10-17,15:45:00,Avión 27,,,UNK
21788,2021-10-17,20:00:00,Avión 19,,,UNK
20270,2021-10-18,03:20:00,Avión 4,PIQ,,05-20
20310,2021-10-18,08:54:00,Avión 32,PDQ,NT6821,34-11
20331,2021-10-18,14:40:00,Avión 10,PIQ,NT135,79-26
20309,2021-10-18,08:45:00,Avión 18,PIQ,NT651,32-42
20387,2021-10-19,17:10:00,Avión 16,GRW,NT653,72-01
20391,2021-10-19,18:26:00,Avión 7,PIQ,NT427,20-28
20456,2021-10-21,04:00:00,Avión 31,PIQ,NT429,34-43
20470,2021-10-21,07:38:00,Avión 11,PIQ,NT165,35-00
20501,2021-10-21,14:16:00,Avión 16,,NT1P,32-00
20502,2021-10-21,15:19:00,Avión 4,PIQ,,25-00
20503,2021-10-21,15:34:00,Avión 1,,NT304,52-31
20554,2021-10-22,13:09:00,Avión 6,PDQ,NT5601,72-00
20560,2021-10-22,15:09:00,Avión 28,PDQ,NT150,27-23
20563,2021-10-22,15:44:00,Avión 4,,NT673,31-60
20524,2021-10-22,06:07:00,Avión 10,PIQ,NT6341,24-31
20527,2021-10-22,06:38:00,Avión 16,PIQ,NT183,10-10
20552,2021-10-22,13:08:00,Avión 32,,NT5431,73-00
20576,2021-10-22,22:34:00,Avión 15,PDQ,,05-20
20587,2021-10-23,06:01:00,Avión 1,PDQ,NT535,35-13
20609,2021-10-23,15:36:00,Avión 1,PDQ,NT304,52-31
20623,2021-10-24,07:50:00,Avión 2,PIQ,NT606,21-51
20639,2021-10-24,13:22:00,Avión 32,PDQ,5901,25-64
20647,2021-10-24,15:53:00,Avión 4,PDQ,NT166,12-12
20664,2021-10-25,05:55:00,Avión 2,PIQ,,
20688,2021-10-25,13:31:00,Avión 26,,PM803,UNK
20677,2021-10-25,11:27:00,Avión 25,HOR,NT530,27-00
20689,2021-10-25,13:40:00,Avión 31,PDQ,NT158,33-51
20700,2021-10-25,16:00:00,Avión 4,,NT170,UNK
20701,2021-10-25,20:41:00,Avión 25,PDQ,,27-00
20727,2021-10-26,12:57:00,Avión 18,PDQ,NT110,30-45
20713,2021-10-26,06:24:00,Avión 3,PIQ,,05-20
20744,2021-10-26,18:35:00,Avión 25,HOR,NT530,27-00
20784,2021-10-27,15:06:00,Avión 23,PDQ,,52-31
20839,2021-10-28,13:30:00,Avión 9,PDQ,NT913,28-00
20824,2021-10-28,10:03:00,Avión 14,,NT237,23-44
20817,2021-10-28,06:13:00,Avión 2,PDQ,,35-31
20881,2021-10-29,13:41:00,Avión 23,,NT640,52-00
20876,2021-10-29,13:19:00,Avión 18,PDQ,,34-48
20908,2021-10-30,05:32:00,Avión 12,PDQ,NT153,
20919,2021-10-30,12:40:00,Avión 11,PIQ,NT4191,23-00
20939,2021-10-30,13:00:00,Avión 23,,NT639,12-11
20926,2021-10-30,06:00:00,Avión 14,,NT452,UNK
20965,2021-10-31,15:14:00,Avión 6,PDQ,,26-15
20956,2021-10-31,12:12:00,Avión 12,PIQ,NT5551,05-51
20969,2021-10-31,16:26:00,Avión 27,PIQ,PM547,29-00
20967,2021-10-31,15:42:00,Avión 1,PIQ,NT632,32-40
20993,2021-11-01,08:19:00,Avión 21,PDQ,,24-40
21002,2021-11-01,11:13:00,Avión 27,PIQ,419,05-51
21000,2021-11-01,09:43:00,Avión 6,PDQ,NT5431,33-50
21013,2021-11-01,13:45:00,Avión 11,PIQ,470,UNK
20992,2021-11-01,07:40:00,Avión 3,PDQ,NT205,32-42
21041,2021-11-02,08:36:00,Avión 10,PIQ,453,52-31
21151,2021-11-04,06:33:00,Avión 20,PDQ,NT531,24-46
21187,2021-11-04,15:17:00,Avión 24,LIL,NT9201,
21189,2021-11-04,16:08:00,Avión 21,PDQ,NT146,72-00
21281,2021-11-04,12:20:00,Avión 1,,NT657,UNK
21190,2021-11-04,16:25:00,Avión 13,PDQ,NT223,25-21
21246,2021-11-05,16:23:00,Avión 30,PIQ,PM547,34-71
21253,2021-11-05,19:18:00,Avión 23,PDQ,NT533,53-67
21238,2021-11-05,14:35:00,Avión 12,PDQ,,28-00
21295,2021-11-05,09:30:00,Avión 25,,NT590,UNK
21283,2021-11-06,10:45:00,Avión 16,CVU,NT81,21-31
21319,2021-11-07,07:46:00,Avión 31,PIQ,NT636,24-32
21344,2021-11-07,16:57:00,Avión 14,PDQ,,
21315,2021-11-07,06:38:00,Avión 16,,NT106,33-51
21359,2021-11-08,06:18:00,Avión 14,PDQ,NT527,72-01
21438,2021-11-09,15:16:00,Avión 18,,NT511,36-00
21419,2021-11-09,07:34:00,Avión 1,PIQ,NT655,33-00
21423,2021-11-09,09:26:00,Avión 14,PIQ,NT119,31-19
21457,2021-11-10,04:52:00,Avión 7,PDQ,,27-21
21499,2021-11-10,21:27:00,Avión 18,PDQ,,52-11
21516,2021-11-11,11:20:00,Avión 27,PIQ,PM419,05-51
21573,2021-11-12,16:45:00,Avión 4,PIQ,NT664,29-00
21572,2021-11-12,16:32:00,Avión 2,PIQ,NT634,52-31
